"age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
45,"","married","","no","no","yes","telephone","may","thu",160,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
37,"services","divorced","high.school","no","yes","yes","telephone","may","mon",125,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
30,"admin.","married","university.degree","no","no","no","telephone","may","fri",864,1,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"yes"
32,"blue-collar","married","basic.4y","no","no","no","telephone","may","fri",201,4,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
29,"blue-collar","single","high.school","no","no","yes","telephone","may","mon",137,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
44,"services","married","","no","no","yes","cellular","jun","mon",151,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,"yes"
61,"retired","married","university.degree","no","no","no","telephone","aug","tue",249,2,3,1,"success",-2.9,92.201,-31.4,0.859,5076.2,"yes"
55,"technician","married","basic.6y","no","yes","no","telephone","may","tue",452,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
54,"admin.","married","high.school","no","no","no","cellular","apr","mon",220,1,12,1,"success",-1.8,93.749,-34.6,0.643,5008.7,"no"
37,"technician","single","basic.9y","","no","no","telephone","may","tue",83,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
41,"services","married","high.school","no","yes","yes","cellular","apr","wed",301,1,999,1,"failure",-1.8,93.075,-47.1,1.415,5099.1,"no"
55,"blue-collar","married","basic.4y","","yes","no","telephone","may","wed",171,1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
45,"","married","","","no","no","telephone","may","mon",139,6,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
42,"blue-collar","married","basic.4y","no","yes","no","cellular","may","fri",58,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
43,"blue-collar","married","basic.4y","no","no","yes","cellular","may","thu",722,2,11,1,"success",-1.8,92.893,-46.2,1.266,5099.1,"yes"
58,"retired","married","high.school","no","yes","no","cellular","jul","thu",232,1,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no"
47,"technician","married","university.degree","no","yes","no","cellular","aug","wed",206,2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
25,"student","married","university.degree","no","no","no","cellular","jun","fri",191,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.268,5076.2,"yes"
57,"retired","divorced","basic.9y","no","yes","no","cellular","may","tue",69,3,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"no"
31,"admin.","married","university.degree","no","no","no","cellular","aug","tue",219,3,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
52,"management","married","professional.course","no","yes","no","telephone","may","wed",456,9,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
33,"admin.","married","university.degree","no","no","no","cellular","may","fri",89,6,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
53,"services","married","basic.4y","no","no","no","telephone","may","fri",86,5,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
52,"housemaid","married","university.degree","no","no","yes","cellular","jul","tue",137,1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
38,"admin.","married","university.degree","no","yes","no","telephone","aug","fri",20,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
28,"blue-collar","divorced","high.school","no","yes","yes","cellular","jul","tue",214,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
56,"blue-collar","married","basic.9y","no","no","no","cellular","may","fri",50,1,999,1,"failure",-1.8,92.893,-46.2,1.313,5099.1,"no"
44,"management","married","university.degree","no","yes","no","cellular","may","fri",69,1,999,1,"failure",-1.8,92.893,-46.2,1.313,5099.1,"no"
31,"technician","single","professional.course","no","yes","no","cellular","nov","thu",207,5,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no"
51,"entrepreneur","married","basic.4y","","no","no","cellular","aug","tue",148,2,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
37,"admin.","married","university.degree","no","yes","no","cellular","nov","fri",124,2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
55,"blue-collar","single","basic.6y","no","yes","no","cellular","nov","tue",204,2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
30,"admin.","divorced","high.school","no","yes","no","cellular","nov","wed",114,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
33,"services","married","high.school","no","no","no","cellular","may","thu",192,1,999,1,"failure",-1.8,93.876,-40,0.677,5008.7,"yes"
48,"admin.","single","university.degree","no","yes","no","cellular","nov","wed",473,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
26,"services","single","basic.6y","no","no","no","cellular","jul","tue",184,2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
45,"services","single","professional.course","","no","no","telephone","may","tue",449,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
47,"admin.","single","university.degree","no","no","no","cellular","may","mon",53,4,999,1,"failure",-1.8,92.893,-46.2,1.244,5099.1,"no"
29,"technician","single","university.degree","no","yes","no","cellular","aug","fri",204,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
54,"technician","married","professional.course","no","no","yes","telephone","may","tue",334,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
50,"admin.","married","university.degree","no","yes","yes","telephone","apr","thu",413,3,999,0,"nonexistent",-1.8,93.075,-47.1,1.406,5099.1,"yes"
40,"admin.","married","professional.course","no","yes","no","cellular","nov","tue",271,5,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
32,"blue-collar","married","professional.course","no","yes","no","cellular","may","fri",160,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
49,"management","married","university.degree","no","no","no","cellular","apr","thu",289,1,999,1,"failure",-1.8,93.075,-47.1,1.41,5099.1,"no"
40,"services","married","basic.9y","","no","no","telephone","may","thu",13,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
43,"blue-collar","married","basic.4y","","yes","yes","telephone","jun","wed",204,1,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
32,"admin.","single","university.degree","no","no","no","cellular","jul","thu",152,6,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
40,"technician","married","professional.course","no","yes","no","cellular","nov","thu",180,1,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no"
63,"blue-collar","married","basic.4y","no","yes","yes","cellular","aug","fri",107,3,999,0,"nonexistent",-2.9,92.201,-31.4,0.869,5076.2,"no"
60,"retired","married","high.school","","yes","no","telephone","jul","fri",297,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
30,"admin.","married","high.school","no","no","no","cellular","nov","tue",157,1,999,1,"failure",-0.1,93.2,-42,4.153,5195.8,"no"
52,"blue-collar","single","basic.9y","no","yes","no","cellular","nov","thu",191,3,9,1,"success",-3.4,92.649,-30.1,0.714,5017.5,"no"
65,"retired","married","high.school","no","yes","yes","cellular","oct","fri",344,2,12,1,"success",-1.1,94.601,-49.5,1.029,4963.6,"yes"
32,"services","married","basic.9y","no","yes","no","telephone","may","mon",262,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
47,"management","divorced","university.degree","no","no","no","telephone","jun","fri",8,3,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
22,"admin.","married","high.school","no","yes","yes","cellular","apr","fri",156,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
30,"self-employed","single","university.degree","no","no","no","cellular","apr","thu",435,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.435,5099.1,"yes"
40,"housemaid","single","university.degree","no","yes","no","telephone","jun","fri",253,2,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
46,"admin.","single","high.school","","yes","no","telephone","may","wed",104,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
31,"admin.","married","university.degree","no","no","no","telephone","jun","wed",181,2,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
43,"blue-collar","married","high.school","","no","yes","telephone","may","mon",181,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
29,"services","single","university.degree","no","no","no","cellular","jul","fri",246,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
28,"admin.","single","university.degree","no","no","no","cellular","aug","fri",262,1,4,2,"success",-2.9,92.201,-31.4,0.881,5076.2,"yes"
48,"management","married","university.degree","no","no","yes","telephone","jun","thu",94,1,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
29,"admin.","single","basic.9y","","no","no","telephone","may","mon",306,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
41,"management","married","university.degree","","yes","no","telephone","may","mon",27,1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
32,"housemaid","single","basic.9y","no","yes","no","cellular","may","mon",279,1,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no"
45,"blue-collar","married","basic.9y","no","yes","no","telephone","jun","mon",214,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
53,"blue-collar","married","basic.4y","","no","no","telephone","may","thu",178,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
26,"admin.","married","high.school","no","no","no","cellular","jul","thu",991,5,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"yes"
28,"technician","married","basic.9y","no","","","cellular","jul","mon",153,2,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
29,"entrepreneur","married","high.school","","yes","no","telephone","jun","tue",284,3,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
54,"technician","married","basic.6y","no","yes","no","cellular","jul","thu",823,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
31,"blue-collar","married","basic.9y","no","no","no","cellular","may","thu",535,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
46,"services","married","high.school","no","no","no","telephone","may","tue",60,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
31,"blue-collar","married","basic.9y","","yes","no","telephone","may","thu",140,3,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
49,"entrepreneur","married","basic.4y","","no","no","telephone","jun","thu",285,1,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
30,"self-employed","single","university.degree","no","yes","no","cellular","apr","thu",214,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.435,5099.1,"yes"
33,"technician","married","professional.course","no","yes","no","cellular","aug","fri",56,2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
38,"entrepreneur","married","basic.4y","no","yes","no","cellular","may","tue",360,1,999,1,"failure",-1.8,92.893,-46.2,1.344,5099.1,"no"
46,"entrepreneur","married","","","yes","no","telephone","jun","fri",86,1,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
46,"unemployed","married","basic.9y","no","yes","no","cellular","may","mon",205,1,999,1,"failure",-1.8,92.893,-46.2,1.264,5099.1,"no"
45,"services","married","high.school","no","yes","yes","cellular","may","thu",141,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.27,5099.1,"no"
40,"admin.","married","basic.9y","","yes","no","telephone","may","mon",683,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
42,"blue-collar","married","basic.6y","no","yes","yes","cellular","apr","wed",110,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.445,5099.1,"no"
38,"blue-collar","single","high.school","","yes","no","telephone","jun","fri",856,2,999,0,"nonexistent",1.4,94.465,-41.8,4.947,5228.1,"yes"
46,"blue-collar","married","basic.4y","no","no","no","cellular","aug","wed",293,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
27,"technician","single","university.degree","no","yes","no","cellular","may","mon",90,4,999,1,"failure",-1.8,92.893,-46.2,1.354,5099.1,"no"
30,"services","married","","","no","no","telephone","jun","wed",93,2,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"no"
31,"unemployed","single","university.degree","no","no","no","cellular","aug","tue",85,2,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
51,"services","divorced","high.school","no","no","no","cellular","nov","tue",119,1,999,1,"failure",-0.1,93.2,-42,4.153,5195.8,"no"
50,"admin.","married","high.school","no","yes","no","cellular","apr","mon",562,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
45,"admin.","married","university.degree","no","yes","yes","cellular","apr","thu",317,5,999,0,"nonexistent",-1.8,93.075,-47.1,1.435,5099.1,"yes"
48,"blue-collar","married","basic.6y","no","yes","no","telephone","jun","tue",130,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
46,"entrepreneur","married","high.school","no","no","no","cellular","jun","tue",69,2,999,1,"failure",-2.9,92.963,-40.8,1.262,5076.2,"no"
45,"technician","divorced","professional.course","no","no","no","cellular","aug","tue",706,3,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
48,"blue-collar","married","basic.6y","no","yes","no","cellular","may","tue",862,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"yes"
23,"student","single","high.school","no","no","no","cellular","jul","tue",370,1,999,1,"failure",-2.9,92.469,-33.6,1.044,5076.2,"yes"
28,"blue-collar","single","basic.9y","no","yes","no","cellular","may","thu",225,1,999,1,"failure",-1.8,92.893,-46.2,1.266,5099.1,"no"
34,"technician","married","basic.9y","no","yes","no","cellular","nov","tue",66,1,999,1,"failure",-0.1,93.2,-42,4.153,5195.8,"no"
31,"admin.","single","high.school","no","no","no","cellular","jul","tue",21,35,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
35,"technician","married","university.degree","","yes","no","cellular","aug","mon",176,2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
39,"self-employed","married","professional.course","no","no","no","cellular","jul","thu",49,3,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
55,"blue-collar","married","basic.4y","","yes","no","cellular","nov","mon",70,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
43,"admin.","married","high.school","","no","no","telephone","jun","wed",30,1,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no"
29,"technician","single","university.degree","no","no","no","cellular","jul","wed",159,6,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
27,"services","single","high.school","no","no","no","cellular","jul","fri",239,8,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
46,"management","married","university.degree","no","yes","yes","cellular","may","thu",84,3,999,1,"failure",-1.8,92.893,-46.2,1.327,5099.1,"no"
53,"blue-collar","married","basic.4y","","no","no","cellular","aug","fri",523,1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"yes"
39,"entrepreneur","married","university.degree","","no","no","cellular","nov","tue",54,2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
30,"technician","married","university.degree","no","no","no","cellular","aug","mon",176,2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
28,"blue-collar","single","basic.9y","no","no","no","telephone","jun","tue",138,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
48,"admin.","divorced","","no","yes","no","cellular","may","wed",16,6,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
37,"management","married","university.degree","no","no","no","cellular","apr","mon",401,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
59,"management","married","basic.4y","","","","cellular","may","thu",165,4,999,1,"failure",-1.8,92.893,-46.2,1.266,5099.1,"no"
38,"technician","married","professional.course","no","no","no","cellular","jul","thu",561,2,999,0,"nonexistent",-1.7,94.215,-40.3,0.846,4991.6,"no"
37,"housemaid","married","high.school","","no","yes","cellular","aug","thu",534,2,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
46,"blue-collar","married","basic.4y","","yes","no","telephone","may","thu",101,4,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
53,"blue-collar","divorced","basic.4y","no","no","no","telephone","jun","wed",706,1,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"yes"
55,"management","married","","","yes","no","telephone","may","mon",272,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
60,"unemployed","married","basic.4y","no","no","no","cellular","nov","thu",627,2,6,1,"success",-3.4,92.649,-30.1,0.714,5017.5,"yes"
54,"management","married","basic.9y","no","yes","no","telephone","may","fri",398,5,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
31,"admin.","single","university.degree","no","yes","no","cellular","jul","tue",89,2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
54,"admin.","married","high.school","no","no","no","telephone","jun","thu",361,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
32,"technician","single","professional.course","no","no","yes","cellular","may","thu",423,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
42,"technician","divorced","basic.9y","no","no","no","telephone","may","tue",474,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
31,"admin.","single","high.school","no","no","no","cellular","nov","mon",560,2,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
29,"services","single","university.degree","","yes","no","telephone","may","mon",78,1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
32,"blue-collar","single","basic.6y","","no","no","cellular","may","fri",19,6,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
43,"management","married","university.degree","no","yes","no","cellular","nov","thu",661,4,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no"
54,"housemaid","divorced","university.degree","","yes","no","cellular","jul","mon",57,4,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
47,"technician","married","high.school","no","no","no","cellular","aug","tue",111,2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
34,"technician","single","professional.course","no","yes","no","cellular","aug","tue",221,1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
42,"services","divorced","high.school","no","yes","no","cellular","nov","fri",855,3,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
42,"services","married","high.school","","yes","no","telephone","may","tue",226,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
46,"admin.","married","university.degree","no","yes","no","telephone","jun","fri",193,7,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
33,"blue-collar","married","basic.9y","no","no","no","cellular","jul","mon",199,1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
39,"entrepreneur","single","basic.6y","no","no","no","telephone","jun","thu",1053,2,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"yes"
57,"management","divorced","university.degree","no","yes","no","telephone","may","thu",81,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
31,"services","single","high.school","no","","","telephone","may","mon",456,6,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
35,"admin.","married","university.degree","no","no","no","cellular","aug","fri",201,1,999,0,"nonexistent",-2.9,92.201,-31.4,0.869,5076.2,"yes"
49,"services","divorced","basic.6y","","no","no","telephone","jul","fri",744,4,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
44,"admin.","married","high.school","no","no","no","cellular","aug","mon",116,1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
28,"self-employed","married","professional.course","no","yes","no","telephone","may","wed",119,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
55,"technician","married","basic.9y","no","no","yes","cellular","nov","wed",113,2,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,"no"
50,"blue-collar","married","basic.6y","","yes","no","cellular","aug","fri",118,5,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
35,"blue-collar","married","basic.6y","no","no","no","telephone","jun","fri",281,3,999,0,"nonexistent",1.4,94.465,-41.8,4.947,5228.1,"no"
54,"blue-collar","single","","no","no","no","telephone","jul","mon",185,4,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
46,"technician","married","","no","no","no","cellular","apr","thu",551,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"no"
31,"blue-collar","married","university.degree","no","yes","no","cellular","jun","mon",382,2,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,"yes"
34,"technician","single","professional.course","no","yes","no","cellular","may","tue",325,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no"
28,"admin.","single","university.degree","no","no","no","cellular","oct","thu",116,1,17,1,"success",-1.1,94.601,-49.5,0.965,4963.6,"no"
46,"entrepreneur","married","basic.9y","no","no","no","telephone","jun","mon",245,1,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
34,"technician","married","professional.course","no","no","no","cellular","jul","wed",511,3,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
41,"unemployed","married","basic.9y","","yes","no","telephone","may","fri",144,4,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
29,"blue-collar","single","basic.6y","no","yes","no","telephone","jun","thu",215,3,999,0,"nonexistent",1.4,94.465,-41.8,4.955,5228.1,"no"
37,"blue-collar","single","professional.course","no","yes","no","cellular","aug","wed",503,8,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
56,"management","married","university.degree","no","no","yes","telephone","may","wed",171,1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
45,"technician","divorced","high.school","no","yes","yes","cellular","aug","mon",482,3,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,"no"
33,"self-employed","married","basic.9y","no","yes","no","telephone","jun","mon",107,3,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
35,"blue-collar","married","basic.9y","","no","no","cellular","may","fri",414,2,999,1,"failure",-1.8,92.893,-46.2,1.313,5099.1,"no"
34,"student","divorced","university.degree","no","yes","no","cellular","nov","thu",48,2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
30,"blue-collar","single","high.school","no","no","no","telephone","may","fri",76,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
52,"blue-collar","married","basic.4y","no","yes","no","cellular","apr","wed",437,1,999,1,"failure",-1.8,93.075,-47.1,1.415,5099.1,"no"
39,"technician","married","university.degree","no","yes","no","cellular","aug","mon",57,1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
35,"technician","single","professional.course","","yes","no","cellular","jul","thu",53,1,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
29,"blue-collar","single","high.school","no","no","no","cellular","may","wed",157,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
35,"blue-collar","single","basic.6y","no","yes","no","telephone","may","wed",198,3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
56,"blue-collar","married","basic.4y","","no","no","telephone","jun","thu",871,1,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"no"
50,"services","divorced","high.school","no","yes","no","cellular","may","thu",199,15,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
54,"housemaid","married","high.school","no","no","no","cellular","apr","thu",381,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"yes"
44,"admin.","single","high.school","no","no","no","telephone","jun","wed",61,3,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no"
28,"blue-collar","married","basic.9y","","no","yes","telephone","jun","fri",17,5,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
39,"entrepreneur","married","professional.course","no","","","cellular","nov","thu",165,3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
27,"admin.","single","university.degree","no","no","no","cellular","jul","wed",919,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes"
80,"retired","married","professional.course","no","yes","no","cellular","oct","thu",411,1,999,1,"failure",-1.1,94.601,-49.5,1.025,4963.6,"yes"
37,"services","married","high.school","no","no","no","cellular","may","tue",378,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no"
61,"retired","married","basic.4y","no","yes","no","cellular","nov","wed",234,1,999,0,"nonexistent",-3.4,92.649,-30.1,0.716,5017.5,"yes"
38,"blue-collar","single","basic.9y","no","yes","no","telephone","may","wed",75,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
57,"admin.","married","university.degree","no","","","cellular","oct","wed",229,2,3,2,"success",-1.1,94.601,-49.5,0.959,4963.6,"yes"
36,"admin.","married","high.school","no","no","no","cellular","mar","tue",168,1,999,0,"nonexistent",-1.8,92.843,-50,1.799,5099.1,"yes"
26,"blue-collar","single","basic.9y","no","no","no","telephone","may","wed",738,2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
37,"services","married","high.school","no","yes","no","telephone","may","mon",226,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
31,"admin.","single","high.school","no","no","no","cellular","apr","fri",294,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
34,"blue-collar","married","basic.9y","no","no","no","cellular","may","fri",63,1,999,1,"failure",-1.8,92.893,-46.2,1.313,5099.1,"no"
33,"unemployed","married","university.degree","no","yes","no","telephone","jul","fri",25,1,999,0,"nonexistent",-1.7,94.215,-40.3,0.822,4991.6,"no"
32,"management","single","university.degree","no","yes","no","cellular","mar","mon",116,1,999,0,"nonexistent",-1.8,92.843,-50,1.703,5099.1,"yes"
33,"technician","married","basic.9y","no","yes","no","telephone","may","mon",315,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
26,"technician","married","professional.course","no","yes","no","telephone","may","fri",210,3,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
46,"management","married","basic.9y","","yes","yes","cellular","jul","mon",488,4,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
30,"admin.","married","high.school","","yes","no","telephone","jun","mon",69,2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
27,"services","divorced","high.school","no","yes","no","telephone","jul","tue",129,3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
42,"self-employed","single","university.degree","no","yes","no","cellular","aug","tue",133,6,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
30,"technician","single","high.school","no","no","no","telephone","may","wed",438,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
88,"retired","divorced","basic.4y","no","yes","no","cellular","may","wed",128,4,999,0,"nonexistent",-1.8,92.893,-46.2,1.27,5099.1,"no"
44,"management","married","basic.6y","no","yes","yes","cellular","mar","thu",218,1,999,0,"nonexistent",-1.8,92.843,-50,1.757,5099.1,"no"
29,"technician","single","professional.course","no","yes","no","cellular","aug","thu",199,1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
